PROPERTY_NUMBER;PROPERTY_TYPE;PROPERTY_ID;PARCEL_ID;TAX_BILL_ID;TAX_YEAR;EFFECTIVE_RATE;TAXSET_DESCR;CLASSIFICATION_ID;CLASSIFICATION_DESCR;TAX_MARKET_TOTAL;NET_TAX_OWED_1ST;NET_TAX_OWED_2ND
101-36-043;800;403294930;10136043;782169357;2018;95,437969;Cleveland;4093;SUBSIDIZED HOUSING;7925600;132371,03;132371,03
399-02-006;800;103415824;39902006;782072711;2018;74,355749;Strongsville;4110;HOTELS;7920200;108212,66;103059,67
304-20-003;800;203439846;30420003;782237097;2018;101,872604;Rocky River;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7870900;140320,34;140320,34
003-14-303;800;1678287463;00314303;782217752;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7862500;137882,77;131316,92
821-07-013;800;303479645;82107013;782095476;2018;82,969525;Highland Hts.;4120;NURSING HOME;7853800;119736,72;114034,97
862-29-012;800;503563383;86229012;781895124;2018;88,969525;Mayfield Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7825300;121837,54;121837,54
374-15-010;800;303278117;37415010;782000699;2018;84,713179;Middleburg Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);7806400;115728,79;115728,79
236-18-007;800;203296008;23618007;782123987;2018;102,331189;North Olmsted;4110;HOTELS;7805000;146760,73;139772,12
120-27-016;800;403691083;12027016;782128939;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7745300;135826,96;129359,01
831-04-004;800;903505931;83104004;782104759;2018;83,601652;Mayfield Village;4092;CONVALESCENT HOME;7732500;113128,92;113128,92
108-28-017;800;503436330;10828017;782078180;2018;95,437969;Cleveland;4093;SUBSIDIZED HOUSING;7709400;135197,65;128759,66
953-39-014;800;703685686;95339014;781957893;2018;84,671633;Solon;4110;HOTELS;7701100;114111,54;114111,54
953-39-015;800;303685736;95339015;782114910;2018;84,671633;Solon;4110;HOTELS;7689400;113937,95;113937,95
831-11-002;800;703506640;83111002;781941128;2018;83,601652;Mayfield Village;4000;COMMERCIAL VACANT LAND;7670500;117832,95;112221,85
312-10-002;800;303482255;31210002;781795897;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7640000;153785,89;153785,89
321-21-005;800;303602207;32121005;782092819;2018;99,268697;Fairview Park;4060;APARTMENTS 20-39 UNITS (GARDEN);7596800;131971,78;131971,78
312-09-007;800;203478672;31209007;781795766;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7589500;152769,65;152769,65
441-39-001;800;403467847;44139001;782097404;2018;86,44072;Parma;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7547000;114164,42;114164,42
604-06-015;800;703628752;60406015;781835180;2018;81,889525;Brecksville;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);7542100;108083,53;108083,53
648-22-004;800;203231766;64822004;781908926;2018;114,881873;Euclid;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);7516600;151116,76;151116,76
101-09-044;800;903288266;10109044;782133954;2018;95,437969;Cleveland;4050;APARTMENTS 20-39 UNITS (ELEVATOR);7474200;126323,11;124831,44
396-03-011;800;303363284;39603011;782147430;2018;74,355749;Strongsville;4120;NURSING HOME;7472700;102098,72;97236,87
433-10-015;800;303457100;43310015;782125917;2018;78,908082;Brooklyn;4110;HOTELS;7406900;102281,44;102281,44
212-21-004;800;403671778;21221004;782107593;2018;70,44696;Westlake;4092;CONVALESCENT HOME;7387400;95627,16;91073,48
371-12-007;800;803235939;37112007;781808496;2018;84,713179;Middleburg Hts.;4100;MOTELS;7336000;108754,78;108754,78
344-14-044;800;2080423350;34414044;782117428;2018;84,505545;Brook Park;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);7265100;107439,93;107439,93
954-20-110;800;303702071;95420110;782175976;2018;84,671633;Solon;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);7237100;107236,2;107236,2
291-20-004;800;903360194;29120004;781987096;2018;87,729974;Olmsted Falls;4120;NURSING HOME;7221900;110876,21;110876,21
811-05-015;800;203437461;81105015;782157649;2018;97,725074;Bedford;4092;CONVALESCENT HOME;7190300;122967,95;122967,95
217-10-004;800;203745963;21710004;782189453;2018;70,44696;Westlake;4120;NURSING HOME;7101300;87546,55;87546,55
562-17-008;800;603502427;56217008;781946892;2018;62,172461;Independence;4110;HOTELS;7027900;80288,22;76464,97
455-01-005;800;203698767;45501005;781828603;2018;86,44072;Parma;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);7025100;106269,79;106269,79
010-10-018;800;703436080;01010018;782032124;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);7001200;116931,56;116931,56
215-06-011;800;503708553;21506011;782121101;2018;70,44696;Westlake;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);6974500;85983,33;85983,33
102-06-125;800;403296559;10206125;781913431;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6884300;114979,37;114979,37
792-01-012;800;303390977;79201012;782033816;2018;97,925074;Bedford Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6867100;117680,96;117680,96
771-01-010;800;803282559;77101010;782177721;2018;105,15689;North Randall;4120;NURSING HOME;6863100;132613,07;126298,16
262-05-002;800;503318556;26205002;781772777;2018;97,28997;Olmsted Township;4120;NURSING HOME;6860500;116805,37;116805,37
371-22-003;800;103238380;37122003;782217083;2018;84,713179;Middleburg Hts.;4110;HOTELS;6840000;101401,68;101401,68
681-29-003;800;603363872;68129003;782219205;2018;142,378786;Cleveland Hts.;4092;CONVALESCENT HOME;6798400;177861,18;169391,6
551-03-001;800;503454366;55103001;782080622;2018;90,933069;Seven Hills;4092;CONVALESCENT HOME;6767900;113084,75;107699,76
471-09-004;800;303736307;47109004;782180419;2018;89,181136;Parma Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);6767600;110900,89;105619,89
742-39-003;800;183413512;74239003;782161994;2018;104,565652;Beachwood/Warrensville;4120;NURSING HOME;6763300;123761,82;123761,82
442-08-002;800;403470853;44208002;782134267;2018;86,44072;Parma;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);6722300;101689,29;101689,29
449-27-019;800;1647579746;44927019;782250275;2018;86,44072;Parma;4120;NURSING HOME;6707800;106543,23;101469,74
302-04-006;800;703398523;30204006;782063934;2018;101,872604;Rocky River;4120;NURSING HOME;6691000;119285,18;119285,18
103-02-029;800;203312721;10302029;782240505;2018;95,437969;Cleveland;4110;HOTELS;6671500;111425,26;111425,26
101-13-005;800;303289358;10113005;781720516;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6633300;110787,26;110787,26
583-15-008;800;503571186;58315008;781847381;2018;83,928938;Broadview Hts.;4120;NURSING HOME;6562000;96379,79;96379,79
374-02-001;800;903269627;37402001;781810023;2018;84,713179;Middleburg Hts.;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);6519300;96647,57;96647,57
236-18-009;800;703296013;23618009;782246495;2018;102,331189;North Olmsted;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6481200;116065,06;116065,06
821-21-023;800;903483305;82121023;782070246;2018;82,969525;Highland Hts.;4120;NURSING HOME;6453500;93702,88;93702,88
215-07-001;800;403710568;21507001;781901640;2018;70,44696;Westlake;4120;NURSING HOME;6445400;79460,3;79460,3
373-22-002;800;603262010;37322002;782082431;2018;84,713179;Middleburg Hts.;4110;HOTELS;6430500;95331,13;95331,13
742-14-032;800;803232519;74214032;782213833;2018;77,928508;Beachwood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6411400;87435,4;87435,4
211-21-004;800;403659322;21121004;782120757;2018;70,44696;Westlake;4110;HOTELS;6395500;78845,29;78845,29
312-11-003;800;603484967;31211003;781796014;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6340800;127634,24;127634,24
312-10-006;800;303482291;31210006;782105647;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6330400;127425,46;127425,46
584-08-013;800;403577737;58408013;782124583;2018;77,872018;Broadview Hts./North Royalt;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);6325400;86200,43;86200,43
742-14-031;800;603232517;74214031;782213834;2018;77,928508;Beachwood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6277100;85604,07;85604,07
119-23-026;800;403663147;11923026;782093594;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6249500;104377,16;104377,16
862-05-005;800;803552451;86205005;782075913;2018;88,969525;Mayfield Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);6240000;97155,16;97155,16
396-03-010;800;803363280;39603010;781814678;2018;74,355749;Strongsville;4092;CONVALESCENT HOME;6234000;81118,41;81118,41
101-26-033;800;503291817;10126033;782082503;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6177700;103177,99;103177,99
373-03-007;800;903259574;37303007;781910374;2018;84,713179;Middleburg Hts.;4110;HOTELS;6171400;96064,3;91489,81
117-30-004;800;603619382;11730004;781736234;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6164300;102954,18;102954,18
562-32-004;800;703508179;56232004;782218999;2018;62,172461;Independence;4110;HOTELS;6145100;66859,96;66859,96
761-20-005;800;603251327;76120005;781881145;2018;107,218084;Warrensville Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6128000;114980,67;114980,67
761-20-017;800;503251371;76120017;781877621;2018;107,218084;Warrensville Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6128000;114981,21;114981,21
121-14-001;800;303697175;12114001;782022935;2018;95,437969;Cleveland;4120;NURSING HOME;6126700;107442,51;102326,2
101-26-071;800;703292008;10126071;781916518;2018;95,437969;Cleveland;4050;APARTMENTS 20-39 UNITS (ELEVATOR);6120500;102222,65;102222,65
371-08-001;800;803235093;37108001;782032696;2018;84,713179;Middleburg Hts.;4120;NURSING HOME;6119300;90717,65;90717,65
672-23-011;800;703329430;67223011;782153407;2018;119,31843;East Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);6079000;126933,93;126933,93
024-36-001;800;803751216;02436001;781723986;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);6064600;101288,79;101288,79
794-27-018;800;103415734;79427018;782022811;2018;79,325074;Walton Hills;4120;NURSING HOME;6034300;87956,06;83767,67
005-29-001;800;803326515;00529001;782033973;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5980100;99877,74;99877,74
472-24-005;800;503749440;47224005;782147428;2018;89,181136;Parma Hts.;4120;NURSING HOME;5962700;97711,21;93058,29
683-25-007;800;103407337;68325007;782046116;2018;142,378786;Cleveland Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5942100;148055,42;148055,42
101-36-022;800;303294839;10136022;781716925;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5931300;104015,85;99062,71
763-32-004;800;703280254;76332004;781976319;2018;107,218084;Warrensville Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5924800;111168;111168
862-06-078;800;503555229;86206078;781894263;2018;88,969525;Mayfield Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5924400;92240,93;92240,93
119-25-301;800;1562317122;11925301;782014233;2018;95,437969;Cleveland;4110;HOTELS;5920800;103831,45;98887,09
862-29-013;800;903563387;86229013;782169867;2018;88,969525;Mayfield Hts.;4120;NURSING HOME;5918200;96752,08;92144,84
303-12-001;800;603414479;30312001;782061310;2018;101,872604;Rocky River;4120;NURSING HOME;5898500;105156,98;105156,98
954-22-063;800;303703115;95422063;782175981;2018;84,671633;Solon;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);5858600;86810,01;86810,01
373-23-024;800;703262362;37323024;782122402;2018;84,713179;Middleburg Hts.;4110;HOTELS;5829500;86421,42;86421,42
003-26-057;800;203270871;00326057;781711940;2018;95,437969;Cleveland;4120;NURSING HOME;5801600;96896,26;96896,26
311-23-026;800;503459136;31123026;782104588;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5723000;115199,09;115199,09
604-06-014;800;303628748;60406014;781835181;2018;81,889525;Brecksville;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5716800;81925,96;81925,96
129-02-003;800;203279367;12902003;782025132;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5715600;100233,41;95460,39
742-39-002;800;1350361125;74239002;782122283;2018;104,565652;Beachwood/Warrensville;4120;NURSING HOME;5681800;103971,19;103971,19
141-16-001;800;803549922;14116001;782103365;2018;95,437969;Cleveland;4120;NURSING HOME;5673600;99496,38;94758,45
213-17-002;800;703681618;21317002;782101633;2018;70,44696;Westlake;4120;NURSING HOME;5663400;69819,63;69819,63
396-10-012;800;103367719;39610012;781913429;2018;74,355749;Strongsville;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5657100;73611,82;73611,82
445-26-008;800;903557672;44526008;781970409;2018;86,44072;Parma;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5651900;85497,22;85497,22
322-04-001;800;403611262;32204001;781791465;2018;99,268697;Fairview Park;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5638800;97957,36;97957,36
901-01-057;800;903608828;90101057;782065810;2018;80,677205;Orange;4110;HOTELS;5616200;79292,78;79292,78
473-22-005;800;703213708;47322005;782194321;2018;89,181136;Parma Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5614100;87617,79;87617,79
791-18-039;800;703380586;79118039;782260256;2018;97,925074;Bedford Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5586000;95726,65;95726,65
791-30-058;800;303389465;79130058;781872187;2018;97,925074;Bedford Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5550900;95125,4;95125,4
954-22-065;800;703703119;95422065;782175980;2018;84,671633;Solon;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);5548600;82216,58;82216,58
026-08-017;800;303227825;02608017;782206715;2018;95,437969;Cleveland;4092;CONVALESCENT HOME;5528700;92338,62;92338,62
012-01-031;800;603462791;01201031;781706479;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5509700;92021,29;92021,29
023-01-016;800;203716893;02301016;782102479;2018;95,437969;Cleveland;4120;NURSING HOME;5485300;91613,77;91613,77
120-28-001;800;403691119;12028001;781739625;2018;95,437969;Cleveland;4110;HOTELS;5485100;91610,43;91610,43
122-04-011;800;103711654;12204011;782061723;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5480000;91525,01;91525,01
103-02-027;800;403312714;10302027;781992739;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5471700;91386,63;91386,63
236-05-302;800;481661112;23605302;782175023;2018;102,331189;North Olmsted;4000;COMMERCIAL VACANT LAND;5434700;97324,64;97324,64
474-20-004;800;803227578;47420004;782006783;2018;89,181136;Parma Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5426300;84686,85;84686,85
101-09-002;800;303287936;10109002;781719008;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5422800;93010,94;90570,16
474-20-005;800;303227582;47420005;782006358;2018;89,181136;Parma Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5415500;84518,3;84518,3
742-18-001;800;203233863;74218001;782215041;2018;77,928508;Beachwood;4000;COMMERCIAL VACANT LAND;5409600;77462,03;73773,36
212-03-002;800;103665034;21203002;781971091;2018;70,44696;Westlake;4092;CONVALESCENT HOME;5387000;66412,11;66412,11
101-23-072C;800;103291381;10123072C;782181777;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;5385500;89946,95;89946,95
821-07-010;800;503479548;82107010;781974169;2018;82,969525;Highland Hts.;4092;CONVALESCENT HOME;5356500;77774,8;77774,8
741-26-031;800;303217322;74126031;781880182;2018;77,928508;Beachwood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5350500;72967,58;72967,58
474-19-001;800;503227314;47419001;782052639;2018;89,181136;Parma Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5344700;83413,34;83413,34
471-06-041;800;303735983;47106041;782180417;2018;89,181136;Parma Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5318600;87156,54;83006,23
474-30-001;800;403230553;47430001;781828152;2018;89,181136;Parma Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5318300;83001,33;83001,33
901-02-301;800;376289004;90102301;782262517;2018;80,677205;Orange;4000;COMMERCIAL VACANT LAND;5318100;75083,85;75083,85
212-11-010;800;803667102;21211010;781778636;2018;70,44696;Westlake;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5310300;65466,71;65466,71
396-10-015;800;703367743;39610015;782137538;2018;74,355749;Strongsville;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5281600;68725,53;68725,53
001-13-035;800;303216917;00113035;782209420;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5265300;87939,41;87939,41
791-30-060;800;703389469;79130060;781872189;2018;97,925074;Bedford Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5263200;90194,87;90194,87
101-36-009;800;303294677;10136009;782191898;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5229500;91708,57;87341,49
391-16-004;800;603299405;39116004;781811368;2018;74,355749;Strongsville;4120;NURSING HOME;5220100;71321,74;67925,46
445-12-007;800;203551689;44512007;781806200;2018;86,44072;Parma;4120;NURSING HOME;5206200;78755,28;78755,28
648-48-004;800;603237575;64848004;782209333;2018;114,881873;Euclid;4092;CONVALESCENT HOME;5199100;109750,94;104524,7
373-26-018;800;103263319;37326018;781922807;2018;84,713179;Middleburg Hts.;4092;CONVALESCENT HOME;5197100;77046,21;77046,21
584-19-021;800;2032127222;58419021;782263980;2018;77,872018;Broadview Hts./North Royalt;4120;NURSING HOME;5137800;70016,28;70016,28
212-04-048;800;603665237;21204048;781778543;2018;70,44696;Westlake;4120;NURSING HOME;5123100;63158,87;63158,87
026-14-001;800;603230204;02614001;782060028;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5100900;85193,66;85193,66
862-26-005;800;203562165;86226005;782029383;2018;88,969525;Mayfield Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5072500;82926,22;78977,35
291-02-001;800;603353756;29102001;782003701;2018;87,729974;Olmsted Falls;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);5056700;77634,44;77634,44
672-28-005;800;503333784;67228005;782090323;2018;119,31843;East Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5056500;105583,68;105583,68
763-41-013;800;103282066;76341013;781976317;2018;80,329637;Warrensville/Orange;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);5031300;70728,64;70728,64
212-19-001;800;603670889;21219001;781985492;2018;70,44696;Westlake;4120;NURSING HOME;5022900;61923,59;61923,59
121-20-191;800;1116230551;12120191;781993898;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;5005700;83603,66;83603,66
394-26-012;800;903348368;39426012;781899164;2018;74,355749;Strongsville;4092;CONVALESCENT HOME;4982900;68080,91;64838,96
101-05-003;800;103287151;10105003;782090840;2018;95,437969;Cleveland;4110;HOTELS;4982600;83217,61;83217,61
119-33-006;800;403671121;11933006;781886873;2018;95,437969;Cleveland;4120;NURSING HOME;4936400;82446,47;82446,47
312-23-015;800;803506740;31223015;781974939;2018;115,023103;Lakewood;4120;NURSING HOME;4935800;99353,51;99353,51
445-26-001;800;103557484;44526001;781949987;2018;86,44072;Parma;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4932600;74616,49;74616,49
862-29-011;800;103563379;86229011;782126612;2018;88,969525;Mayfield Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4906300;80209,17;76389,68
763-19-015;800;103274146;76319015;782016045;2018;107,218084;Warrensville Hts.;4120;NURSING HOME;4898300;91907,88;91907,88
235-06-031;800;803277213;23506031;782079154;2018;102,331189;North Olmsted;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);4877600;87348,37;87348,37
027-32-004;800;903256514;02732004;782115205;2018;95,437969;Cleveland;4110;HOTELS;4848500;85027,07;80978,16
456-25-005;800;803712777;45625005;781985598;2018;86,44072;Parma;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);4841800;73242,51;73242,51
371-12-010;800;603236072;37112010;782220262;2018;84,713179;Middleburg Hts.;4092;CONVALESCENT HOME;4825500;75114,18;71537,31
312-20-044;800;303504836;31220044;782138588;2018;115,023103;Lakewood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4792500;96468,72;96468,72
761-20-006;800;903251330;76120006;781877613;2018;107,218084;Warrensville Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4790200;89879,31;89879,31
791-30-002;800;103389031;79130002;781871520;2018;97,925074;Bedford Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4788300;82056,81;82056,81
236-11-009;800;303294479;23611009;781966183;2018;102,331189;North Olmsted;4110;HOTELS;4768800;89669,45;85399,47
455-04-019;800;703699096;45504019;781828068;2018;86,44072;Parma;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);4753900;71913,06;71913,06
102-24-024;800;303303317;10224024;781720727;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4753300;79388,16;79388,16
395-05-003;800;203354742;39505003;782078283;2018;74,355749;Strongsville;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);4741400;61696,69;61696,69
